Pillac_TRSP_U6

INFO
CREW COUNT  SKILLS    TOOLS   SPARE PARTS
       18        0        0             0

DEPOT TECHNICIANS AND REQUESTS
ID           X        Y     TWS     TWE    Serv     SKILLS   TOOLS    SPARE PARTS
0          0.0      0.0   420.0  1140.0     0.0 	[] 	[] 	[]
70;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;17.0700;28.9900;13.2800;26.8700;32.6000;2.9700;28.5300;26.9100;22.5500;30.8600;34.2600;31.4200;21.2800;33.6900;20.8800;27.3000;24.0100;25.4300;15.7800;21.4800;32.4900;12.8400;20.9000;37.1000;29.7000;31.2100;29.9300;23.5000;37.3400;30.1600;45.1200;35.2000;32.2700;11.7800;31.1200;31.2700;26.4000;5.7800;10.5900;28.3700;29.6300;33.6600;31.1300;19.7400;35.7200;26.6700;27.9600;38.1000;5.7800;27.2900;28.1900;0.0000;26.1900;32.5500;28.9800;30.4700;30.7500;11.4000;30.9000;24.2300;27.5300;35.6200;26.9600;17.8600;24.4600;34.1300;32.9400;31.0900;30.5700;29.8100;21.8700;27.1900;27.1500;27.2200;29.2800;27.2500;27.0600;26.1800;33.0200;21.2600;28.1300;26.7100;24.7000;26.7100;26.7100;26.7100;28.0000;32.7400;20.7900;26.8400;28.2600;31.9100;33.0600;28.5100;33.6400;34.9000;26.7200;30.5300;31.1200;30.9800;20.0600;32.3400;33.7700;35.2000;29.9100;28.1000;25.8900;30.4500;29.1100;29.0900;28.3100;30.9600;31.0300;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800;30.9800
71;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;11.7100;2.8000;17.3800;4.0700;8.9600;23.2200;2.5600;4.7600;9.9800;6.9400;14.2500;9.2700;7.2100;7.9400;8.3900;1.3200;5.0600;7.4000;24.9300;7.0100;8.1300;23.3000;8.3700;10.9100;4.0100;5.3300;10.4000;5.8700;11.4600;3.9700;31.7700;9.2000;13.3700;18.8800;7.0600;7.3600;4.2000;22.9400;15.6000;5.1800;3.7100;8.4500;5.7400;8.7500;9.5300;1.0900;5.8900;12.2200;22.9400;1.6700;3.9700;26.1900;0.0000;7.1600;4.9100;11.0700;6.6800;17.3800;6.9100;5.5700;3.0000;9.7400;0.9800;12.5300;8.3800;8.5500;7.3600;6.5400;5.0200;4.4200;9.5800;5.8300;5.7900;5.8600;7.9200;5.8900;5.7000;6.9300;7.8300;7.6300;6.7700;0.7300;4.3700;0.7300;0.7300;0.7300;6.5700;7.7800;8.3900;4.5900;5.1600;6.0800;7.4800;4.4400;13.8400;9.3200;4.6900;4.9800;5.4200;5.0600;9.3600;8.1500;8.1500;17.0800;4.3600;5.4000;4.4800;6.3800;7.0600;4.1300;2.5500;6.8900;6.9200;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900;12.4900
72;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;18.0000;6.9500;23.6700;8.4900;9.0500;29.5800;9.5200;9.1800;14.7800;7.1000;12.9500;10.2000;13.8700;6.6400;15.0500;7.6100;11.8800;11.8200;31.2900;13.6700;8.2200;29.6600;15.0300;6.8600;6.1700;3.0300;11.2300;11.8300;8.0700;4.5100;31.3300;7.9000;14.2500;25.1700;8.2700;6.8100;8.6200;29.3000;21.9600;7.8600;3.4500;6.9600;4.9900;15.2800;6.1300;7.4600;8.7800;7.1700;29.3000;6.3800;7.1900;32.5500;7.1600;0.0000;7.6900;11.9500;7.3600;23.6700;7.1400;11.7800;8.6600;5.2000;7.9300;18.4200;12.8000;7.3900;1.1900;6.9200;3.4000;5.8600;15.7000;9.1200;9.6800;9.1500;10.5400;10.3000;9.8300;11.5800;7.1600;14.2900;10.2500;7.7900;11.4300;7.7900;7.7900;7.7900;9.4600;2.6400;14.4300;9.1600;8.0500;5.8200;6.3000;7.8600;12.5400;7.7800;9.3100;3.3100;3.1200;2.7800;16.0200;8.5300;1.3200;15.9300;3.7400;8.2900;9.1300;7.4900;9.4900;5.2300;7.5600;7.3800;7.2700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700;13.3700
73;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;11.9600;4.0600;17.6300;2.6700;5.0400;26.0600;6.0100;3.0200;8.3900;2.5800;10.3300;5.0500;7.8300;6.4100;9.0100;4.6300;6.8800;5.4300;27.5300;7.6300;4.2100;24.2600;8.9900;10.3400;2.8800;5.6700;6.1800;5.7900;11.3200;5.6200;27.4700;7.7100;9.0000;19.1300;2.8400;2.9900;2.8000;24.0700;20.1700;1.2000;4.5600;5.5000;2.9400;9.2400;8.9600;5.7900;1.8000;12.1500;24.0700;5.1100;2.2300;28.9800;4.9100;7.6900;0.0000;6.7700;2.5300;17.6300;2.6200;5.7400;2.4100;9.9300;5.0400;12.3800;6.4100;6.3400;7.5400;2.4400;5.1600;1.8300;9.0800;2.1400;2.7000;2.1700;3.6200;3.4100;2.8500;5.0400;4.5100;8.2500;3.2700;4.5000;6.6300;4.5000;4.5000;4.5000;2.4800;8.4200;8.3900;2.6000;1.0700;3.9300;4.8200;0.4700;10.0700;7.9300;2.7500;4.9900;5.5800;5.0700;9.9800;4.0400;8.5000;12.7800;4.3700;1.3100;3.0900;2.0200;2.9700;3.8600;2.6500;2.5300;2.6600;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200;8.1200
74;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;18.1200;10.2200;23.7900;8.8300;4.1800;32.2200;12.1700;9.1800;14.0000;4.8500;5.1200;2.7400;13.9200;6.8100;15.1000;10.7900;12.9700;11.0400;33.6200;13.7200;4.9400;30.3500;15.0800;10.8300;8.3800;10.1300;1.2500;11.8800;11.5400;9.9700;20.7000;6.8100;2.8400;25.2900;4.1300;5.7200;8.9600;29.7000;26.3300;6.8800;8.9100;7.6600;7.4500;15.4000;9.4500;11.9500;7.7200;11.8600;29.7000;11.2700;8.3900;30.4700;11.0700;11.9500;6.7700;0.0000;4.9100;23.7900;4.8100;11.9000;8.5700;10.5200;11.2000;18.5400;12.0200;7.4600;11.9300;5.1900;9.6100;7.2800;14.6900;8.0600;8.1900;8.0900;7.1300;8.4800;8.7700;10.7900;6.4500;14.3400;8.3100;10.6600;12.7900;10.6600;10.6600;10.6600;7.3400;13.0000;14.5500;8.7600;6.9900;7.1800;6.8600;6.6300;4.5000;7.5300;8.9100;9.5700;10.1600;9.6500;16.0700;4.4100;13.0800;6.0100;8.7400;7.2300;9.2500;5.4200;6.3700;9.4400;8.8100;4.6900;4.8200;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400;1.8400
75;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;13.7300;5.8300;19.4000;4.4400;2.9600;27.8300;7.7800;4.7900;9.9200;0.2600;8.0100;3.2600;9.6000;4.7700;10.7800;6.4000;8.6500;6.9600;29.3000;9.4000;2.1300;26.0300;10.7600;8.6300;3.6800;5.5800;4.3900;7.5600;9.6100;5.3200;25.6100;5.9800;7.2100;20.9000;1.4300;1.1300;4.5700;25.8400;21.9400;2.7500;4.2500;3.8600;2.8600;11.0100;7.2500;7.5600;3.3300;10.4400;25.8400;6.8800;4.0000;30.7500;6.6800;7.3600;2.5300;4.9100;0.0000;19.4000;0.3000;7.5100;4.1800;8.2200;6.8100;14.1500;7.9400;4.6300;7.4500;0.7300;4.9400;2.5800;10.6100;3.6700;4.2300;3.7000;3.8100;4.9400;4.3800;6.8100;2.8400;10.0200;4.8000;6.2700;8.4000;6.2700;6.2700;6.2700;4.0100;8.3300;10.1600;4.3700;2.6000;2.5100;3.1100;2.2400;8.1100;6.0000;4.5200;4.9000;5.4900;4.9800;11.7500;1.7700;8.4100;10.9200;4.2800;2.8400;4.8600;0.5100;2.8000;4.9600;4.4100;1.1100;0.4300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300;6.3300
76;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;5.6700;18.1700;1.8800;15.5200;22.1100;8.4300;17.4200;15.5100;12.5300;19.6500;27.4000;22.1200;10.1700;23.5000;10.4000;17.2400;12.8700;15.1700;11.8000;10.3700;21.2800;10.0900;10.4200;27.2900;18.3500;22.3000;23.1400;12.3400;28.2700;20.9100;44.0200;24.8000;26.0700;1.5000;19.9100;20.0600;15.0500;6.4400;4.4800;17.1600;20.5800;22.5900;19.7800;9.6700;25.9100;18.2600;16.5600;29.1000;6.4400;18.9500;16.8400;11.4000;17.3800;23.6700;17.6300;23.7900;19.4000;0.0000;19.6300;12.9500;16.1800;26.7100;17.0000;6.4600;15.4800;23.0900;23.8000;19.7500;21.7900;18.4600;11.4500;15.8400;15.8000;15.8700;17.9300;15.9000;15.6900;15.2700;21.6700;10.3400;16.7800;16.6500;13.4100;16.6500;16.6500;16.6500;16.6500;24.1700;9.3900;15.4900;16.9100;20.5600;21.7700;17.1600;27.1400;24.9700;15.3700;21.6200;22.2100;21.7000;8.9200;20.9900;24.9900;29.8000;20.8900;16.7500;14.5400;19.1000;17.7600;18.9900;16.9600;19.6100;19.7400;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900;25.1900
77;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;13.9600;6.0600;19.6300;4.6700;2.7400;28.0600;8.0100;5.0200;10.1000;0.0400;7.7900;3.1600;9.8300;4.6700;11.0100;6.5100;8.8800;7.1400;29.5300;9.6300;1.9100;26.2600;10.9900;8.6000;3.6900;5.4600;4.2900;7.7900;9.5800;5.2100;25.5100;5.7000;7.1100;21.1300;1.3300;0.9100;4.8000;26.0700;22.1700;2.5300;4.1500;3.7600;2.6400;11.1600;7.2200;7.7900;3.5100;10.4100;26.0700;7.1100;3.8200;30.9000;6.9100;7.1400;2.6200;4.8100;0.3000;19.6300;0.0000;7.7400;4.4100;8.1900;7.0400;14.3800;8.1200;4.4000;7.2800;0.5000;4.9200;2.6200;10.7900;3.8500;4.3300;3.8800;3.5100;5.1200;4.5600;6.7400;2.8200;10.2500;4.7400;6.5000;8.6300;6.5000;6.5000;6.5000;3.7800;8.3100;10.3700;4.6000;2.7800;2.4900;3.0800;2.4700;7.8300;5.7800;4.7500;4.8800;5.4700;4.9600;11.7700;1.4900;8.3900;10.8200;4.0900;3.0200;5.0900;0.7400;2.5000;4.7900;4.6400;0.8700;0.1300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300;6.2300
78;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;7.2800;6.2800;12.9500;3.6300;10.2200;21.3800;6.3300;3.7200;4.5800;7.7600;15.5100;10.2300;3.1500;11.6100;4.3300;5.6300;2.2000;3.3200;22.8500;2.9500;9.3900;19.5800;4.3100;15.4000;6.4600;10.4100;11.3600;0.7300;16.3800;9.0200;32.6000;12.9100;14.1800;14.4500;8.0200;8.1700;3.1600;19.3900;15.4900;5.2700;8.6900;10.7000;7.8900;4.4900;14.0200;6.4500;4.6400;17.2100;19.3900;7.0300;4.9500;24.2300;5.5700;11.7800;5.7400;11.9000;7.5100;12.9500;7.7400;0.0000;4.2900;14.8200;5.4400;7.8400;3.6000;11.2000;11.9100;7.8600;9.9000;6.5700;5.3100;3.9500;3.9100;3.9800;5.7400;4.0100;3.8200;2.8500;9.7800;3.5700;4.2100;5.0900;2.8200;5.0900;5.0900;5.0900;4.7600;12.2500;3.7000;3.6000;5.0200;8.6700;9.8800;5.2700;15.2500;13.0800;3.4800;9.7300;10.3200;9.8100;5.1000;9.1000;13.1000;17.9100;9.0000;4.8600;2.6500;7.2100;5.8700;7.1000;5.0700;7.7200;7.8500;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000;13.3000
79;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;10.5100;2.8000;16.1800;1.0700;6.9100;24.6100;4.1000;1.7600;7.3600;4.4400;12.1900;6.9200;6.3800;8.2800;7.5600;2.8600;4.9100;4.4000;26.0800;6.1800;6.0800;22.8100;7.5400;12.0700;2.9800;7.1400;8.0500;4.3400;13.0500;5.5700;29.2700;9.5800;10.8700;17.6800;4.7100;4.8600;1.2000;22.6200;18.3900;2.9100;5.5000;7.3700;4.6200;7.7900;10.6900;3.8800;3.2200;13.8800;22.6200;3.8500;1.7600;27.5300;3.0000;8.6600;2.4100;8.5700;4.1800;16.1800;4.4100;4.2900;0.0000;11.5500;3.7300;10.9300;5.3800;7.8700;8.8200;4.3100;6.6300;3.3000;8.2100;2.9900;2.9500;3.0200;5.0800;3.0500;2.8600;4.0900;6.4200;6.8000;3.9300;2.2700;4.2200;2.2700;2.2700;2.2700;3.8000;9.6200;6.9400;1.7500;2.6600;5.4000;6.5500;1.9400;11.9400;9.7500;1.8500;6.4600;7.0500;6.5400;8.5300;5.9000;9.5600;14.5800;5.6300;2.9000;1.6400;3.8800;4.5600;3.7300;1.7000;4.3900;4.5200;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900;9.9900
80;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;21.0400;9.3100;26.7100;11.7000;7.6900;32.6500;12.2000;11.9700;17.4600;8.2300;9.9200;8.2800;16.8500;3.9700;18.0300;10.3100;14.7000;14.5000;34.3600;16.6500;6.8600;32.7300;18.0100;1.6600;8.9000;4.4100;9.4500;14.8700;3.4300;7.4200;28.0900;4.5100;12.2300;28.2100;9.1600;7.4000;11.9400;32.3700;25.0300;10.2100;6.3600;4.7000;7.6700;18.3200;1.6900;10.6100;10.8700;3.5500;32.3700;8.9900;10.0300;35.6200;9.7400;5.2000;9.9300;10.5200;8.2200;26.7100;8.1900;14.8200;11.5500;0.0000;10.5100;21.4600;15.4800;4.5200;5.0700;7.8900;5.7500;8.2500;18.1100;11.2100;11.7700;11.2400;11.4000;12.4800;11.9200;13.9900;5.7200;17.2700;12.2800;10.3700;14.0100;10.3700;10.3700;10.3700;11.5500;6.6400;17.4700;11.5500;10.1400;6.8800;5.1100;9.7200;9.5100;4.1800;11.7000;5.7100;4.5000;6.2400;19.0000;7.8200;6.5200;12.9000;6.3800;10.3200;12.1700;8.2500;10.2600;7.8700;10.2600;8.1500;8.0600;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900;11.0900
81;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;11.3300;3.0800;17.0000;4.3500;9.5400;23.9900;2.0800;5.0400;9.6000;7.0700;14.8200;9.5500;6.8300;8.7100;8.0100;1.1300;5.1100;7.6800;25.7000;6.6300;8.7100;23.2600;7.9900;11.6800;4.2900;6.1000;10.6800;5.4900;12.2300;4.7400;31.9000;9.9700;13.8200;18.5000;7.3400;7.9400;4.4800;23.3600;16.3700;5.4600;4.4800;8.8400;6.2300;8.3700;10.3000;1.4700;6.4400;12.9900;23.3600;2.4400;4.2500;26.9600;0.9800;7.9300;5.0400;11.2000;6.8100;17.0000;7.0400;5.4400;3.7300;10.5100;0.0000;12.3400;8.6600;9.3200;7.7400;7.2700;5.7500;5.1500;9.4400;6.3400;6.3000;6.3700;8.2600;6.4000;6.2100;7.4400;8.6000;7.2500;7.2800;1.4600;5.1000;1.4600;1.4600;1.4600;7.1200;7.9200;8.2500;5.1000;5.7100;6.8500;8.2500;5.1700;14.5700;10.0900;5.2000;5.7100;6.1900;5.8300;8.9800;8.5300;8.8600;17.2100;5.0900;5.9500;4.9900;7.0600;7.6100;4.2700;3.2800;7.5700;7.1700;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400;12.9400
82;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;1.1500;12.9200;5.9800;10.2700;16.8600;14.8900;12.2200;10.3600;7.6500;14.4000;22.1500;16.8700;5.5100;18.2500;5.7600;12.3900;7.6200;9.9200;17.1300;5.7100;16.0300;14.1900;5.7400;22.0400;13.1000;17.0500;18.0000;7.1100;23.0200;15.6600;39.2400;19.5500;20.8200;7.8900;14.6600;14.8100;9.8000;12.9000;8.2400;11.9100;15.3300;17.3400;14.5300;4.3200;20.6600;13.4100;11.3100;23.8500;12.9000;13.8500;11.5900;17.8600;12.5300;18.4200;12.3800;18.5400;14.1500;6.4600;14.3800;7.8400;10.9300;21.4600;12.3400;0.0000;10.3700;17.8400;18.5500;14.5000;16.5400;13.2100;6.2000;10.5900;10.5500;10.6200;12.6800;10.6500;10.4400;10.0200;16.4200;5.0900;11.5300;11.8000;8.1600;11.8000;11.8000;11.8000;11.4000;19.3200;4.1400;10.2400;11.6600;15.3100;16.5200;11.9100;21.8900;19.7200;10.1200;16.3700;16.9600;16.4500;3.6700;15.7400;19.7400;24.5500;15.6400;11.5000;9.2900;13.8500;12.5100;13.7400;11.7100;14.3600;14.4900;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400;19.9400
83;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;9.8100;7.4600;15.4800;4.8100;10.5400;22.1600;9.0000;4.1400;2.9500;8.0800;15.8300;10.3700;5.8200;12.0400;5.2700;8.0300;4.8700;0.9800;23.5800;5.6200;9.7100;20.6400;5.2900;15.8900;7.8200;11.0800;11.2000;4.3000;16.8700;9.7000;32.7200;13.3400;14.3200;16.4500;8.3400;8.4900;4.3600;19.9100;18.0200;5.5900;9.9700;11.1300;8.5600;7.0300;14.5100;9.2500;5.2700;17.7000;19.9100;8.4700;6.3500;24.4600;8.3800;12.8000;6.4100;12.0200;7.9400;15.4800;8.1200;3.6000;5.3800;15.4800;8.6600;10.3700;0.0000;11.6300;12.9500;8.3100;10.5700;7.2400;4.4000;4.2700;4.2300;4.3000;5.2400;4.3300;4.1400;1.7300;10.1200;6.2400;3.7100;7.6500;5.5600;7.6500;7.6500;7.6500;4.8600;13.8300;6.5900;3.9400;5.3400;9.3200;10.3700;6.0800;15.3900;13.5600;3.8000;10.4000;10.9900;10.4800;7.4600;9.3100;13.9100;18.0300;9.7800;5.1800;4.6900;7.5700;6.0800;8.3000;6.2700;8.0800;8.2100;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400;13.4400
84;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;17.4200;8.2000;23.0900;8.1300;3.4400;31.1600;10.5500;8.7300;13.6100;4.4400;6.8600;4.8100;13.2900;0.7500;14.4700;9.1700;12.3400;10.6500;32.8700;13.0900;2.6100;29.7200;14.4500;4.9300;6.1000;4.8700;6.3000;11.2500;5.9100;5.9000;24.2700;2.0500;7.9800;24.5900;5.0300;3.8900;8.2600;29.5300;23.5400;6.5400;4.8400;1.4200;4.1600;14.7000;3.5500;9.3800;7.0200;6.8200;29.5300;7.9500;6.8100;34.1300;8.5500;7.3900;6.3400;7.4600;4.6300;23.0900;4.4000;11.2000;7.8700;4.5200;9.3200;17.8400;11.6300;0.0000;7.7600;3.9000;5.1700;5.0300;14.3000;7.3600;7.9200;7.3900;7.5100;8.6300;8.0700;10.5600;1.9800;13.7100;8.4900;9.0600;12.0900;9.0600;9.0600;9.0600;7.7000;8.5400;13.8500;8.3300;6.2900;3.1700;1.6000;5.9300;6.6500;2.2700;8.2100;5.1300;4.9600;5.2900;15.4400;4.3400;8.7100;10.0400;5.0800;6.5300;8.5500;4.4600;6.4700;5.9900;8.1100;4.3600;4.2700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700;7.8700
85;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;18.1300;6.9700;23.8000;9.0800;9.3900;29.9700;9.4100;9.4300;14.9300;7.3200;13.3200;10.0800;14.0000;7.0100;15.1800;7.9700;11.9100;11.9700;31.6800;13.8000;8.5600;30.0500;15.1600;6.3200;6.5400;3.3700;11.4100;11.9600;6.8800;4.4400;31.4900;8.2700;14.2300;25.3000;8.4500;7.0600;9.2100;29.6900;22.3500;8.1600;3.8200;7.3000;5.3600;15.4100;4.9400;6.2700;8.6400;7.2800;29.6900;6.4700;7.4900;32.9400;7.3600;1.1900;7.5400;11.9300;7.4500;23.8000;7.2800;11.9100;8.8200;5.0700;7.7400;18.5500;12.9500;7.7600;0.0000;6.8000;3.0900;5.7100;15.5700;8.9800;9.5400;9.0100;10.4100;10.1500;9.6900;11.4500;7.1200;14.4200;10.1100;7.5800;11.2200;7.5800;7.5800;7.5800;9.3200;1.5700;14.5600;9.0100;7.9100;5.3700;6.6400;7.5500;12.7000;8.1200;9.1600;3.0000;3.4600;2.4700;16.1500;8.4100;1.9400;16.0900;3.1900;8.1500;9.2600;7.3500;9.3500;5.0900;7.3300;7.2400;7.1500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500;13.3500
