 Data of New LSVRP No. [1] with 240 Customers

 Vehicle capacity = 550      Route-length Limit = 650

 Point   --- x ---   --- y ---   ---q---
   51     13.3513    -58.4957     30.0000
   52     26.0330    -54.0581     10.0000
   53     37.4094    -46.9099     10.0000
   54     46.9099    -37.4094     30.0000
   55     54.0581    -26.0330     30.0000
   56     58.4957    -13.3512     10.0000
   57     90.0000       .0000     10.0000
   58     87.7435     20.0269     30.0000
   59     81.0872     39.0495     30.0000
   60     70.3648     56.1141     10.0000
   61     56.1141     70.3648     10.0000
   62     39.0495     81.0872     30.0000
   63     20.0269     87.7435     30.0000
   64       .0000     90.0000     10.0000
   65    -20.0269     87.7435     10.0000
   66    -39.0495     81.0872     30.0000
   67    -56.1141     70.3648     30.0000
   68    -70.3648     56.1141     10.0000
   69    -81.0872     39.0495     10.0000
   70    -87.7435     20.0269     30.0000
   71    -90.0000       .0000     30.0000
   72    -87.7435    -20.0269     10.0000
   73    -81.0872    -39.0495     10.0000
   74    -70.3648    -56.1141     30.0000
   75    -56.1141    -70.3648     30.0000
   76    -39.0495    -81.0872     10.0000
   77    -20.0269    -87.7435     10.0000
   78       .0000    -90.0000     30.0000
   79     20.0269    -87.7435     30.0000
   80     39.0495    -81.0872     10.0000
   81     56.1141    -70.3648     10.0000
   82     70.3648    -56.1141     30.0000
   83     81.0872    -39.0495     30.0000
   84     87.7435    -20.0269     10.0000
   85    120.0000       .0000     10.0000
   86    116.9913     26.7025     30.0000
   87    108.1163     52.0661     30.0000
   88     93.8198     74.8188     10.0000
   89     74.8188     93.8198     10.0000
   90     52.0660    108.1163     30.0000
   91     26.7025    116.9913     30.0000
   92       .0000    120.0000     10.0000
   93    -26.7025    116.9913     10.0000
   94    -52.0661    108.1163     30.0000
   95    -74.8188     93.8198     30.0000
   96    -93.8198     74.8188     10.0000
   97   -108.1163     52.0660     10.0000
   98   -116.9913     26.7025     30.0000
   99   -120.0000       .0000     30.0000
  100   -116.9913    -26.7025     10.0000
  101   -108.1163    -52.0661     10.0000
  102    -93.8198    -74.8188     30.0000
  103    -74.8188    -93.8198     30.0000
  104    -52.0660   -108.1163     10.0000
  105    -26.7025   -116.9914     10.0000
  106       .0000   -120.0000     30.0000
  107     26.7025   -116.9913     30.0000
  108     52.0661   -108.1163     10.0000
  109     74.8188    -93.8198     10.0000
  110     93.8198    -74.8188     30.0000
  111    108.1163    -52.0660     30.0000
  112    116.9914    -26.7025     10.0000
  113    150.0000       .0000     10.0000
  114    146.2392     33.3781     30.0000
  115    135.1453     65.0826     30.0000
  116    117.2747     93.5235     10.0000
  117     93.5235    117.2747     10.0000
  118     65.0826    135.1453     30.0000
  119     33.3781    146.2392     30.0000
  120       .0000    150.0000     10.0000
  121    -33.3781    146.2392     10.0000
  122    -65.0826    135.1453     30.0000
  123    -93.5235    117.2747     30.0000
  124   -117.2747     93.5235     10.0000
  125   -135.1453     65.0826     10.0000
  126   -146.2392     33.3781     30.0000
  127   -150.0000       .0000     30.0000
  128   -146.2392    -33.3782     10.0000
  129   -135.1453    -65.0826     10.0000
  130   -117.2747    -93.5235     30.0000
  131    -93.5235   -117.2747     30.0000
  132    -65.0825   -135.1453     10.0000
  133    -33.3781   -146.2392     10.0000
  134       .0000   -150.0000     30.0000
  135     33.3782   -146.2392     30.0000
  136     65.0826   -135.1453     10.0000
  137     93.5235   -117.2747     10.0000
  138    117.2747    -93.5235     30.0000
  139    135.1453    -65.0825     30.0000
  140    146.2392    -33.3781     10.0000
  141    180.0000       .0000     10.0000
  142    175.4870     40.0538     30.0000
  143    162.1744     78.0991     30.0000
  144    140.7297    112.2282     10.0000
  145    112.2282    140.7297     10.0000
  146     78.0991    162.1744     30.0000
  147     40.0538    175.4870     30.0000
  148       .0000    180.0000     10.0000
  149    -40.0538    175.4870     10.0000
  150    -78.0991    162.1744     30.0000
  151   -112.2282    140.7297     30.0000
  152   -140.7297    112.2282     10.0000
  153   -162.1744     78.0991     10.0000
  154   -175.4870     40.0538     30.0000
  155   -180.0000       .0000     30.0000
  156   -175.4870    -40.0538     10.0000
  157   -162.1744    -78.0991     10.0000
  158   -140.7297   -112.2282     30.0000
  159   -112.2281   -140.7297     30.0000
  160    -78.0991   -162.1744     10.0000
  161    -40.0537   -175.4870     10.0000
  162       .0000   -180.0000     30.0000
  163     40.0538   -175.4870     30.0000
  164     78.0991   -162.1744     10.0000
  165    112.2282   -140.7296     10.0000
  166    140.7297   -112.2281     30.0000
  167    162.1744    -78.0990     30.0000
  168    175.4870    -40.0537     10.0000
  169    210.0000       .0000     10.0000
  170    204.7349     46.7294     30.0000
  171    189.2035     91.1156     30.0000
  172    164.1846    130.9329     10.0000
  173    130.9329    164.1846     10.0000
  174     91.1156    189.2035     30.0000
  175     46.7294    204.7349     30.0000
  176       .0000    210.0000     10.0000
  177    -46.7294    204.7349     10.0000
  178    -91.1156    189.2035     30.0000
  179   -130.9329    164.1846     30.0000
  180   -164.1846    130.9328     10.0000
  181   -189.2035     91.1156     10.0000
  182   -204.7349     46.7294     30.0000
  183   -210.0000       .0000     30.0000
  184   -204.7349    -46.7294     10.0000
  185   -189.2035    -91.1156     10.0000
  186   -164.1846   -130.9329     30.0000
  187   -130.9328   -164.1846     30.0000
  188    -91.1156   -189.2035     10.0000
  189    -46.7294   -204.7349     10.0000
  190       .0000   -210.0000     30.0000
  191     46.7294   -204.7348     30.0000
  192     91.1156   -189.2034     10.0000
  193    130.9329   -164.1846     10.0000
  194    164.1846   -130.9328     30.0000
  195    189.2035    -91.1156     30.0000
  196    204.7349    -46.7294     10.0000
  197    240.0000       .0000     10.0000
  198    233.9827     53.4050     30.0000
  199    216.2325    104.1321     30.0000
  200    187.6396    149.6376     10.0000
  201    149.6375    187.6396     10.0000
  202    104.1321    216.2325     30.0000
  203     53.4050    233.9827     30.0000
  204       .0000    240.0000     10.0000
  205    -53.4050    233.9827     10.0000
  206   -104.1321    216.2325     30.0000
  207   -149.6376    187.6395     30.0000
  208   -187.6396    149.6375     10.0000
  209   -216.2325    104.1321     10.0000
  210   -233.9827     53.4050     30.0000
  211   -240.0000       .0000     30.0000
  212   -233.9827    -53.4050     10.0000
  213   -216.2325   -104.1321     10.0000
  214   -187.6395   -149.6376     30.0000
  215   -149.6375   -187.6396     30.0000
  216   -104.1321   -216.2325     10.0000
  217    -53.4050   -233.9827     10.0000
  218       .0000   -240.0000     30.0000
  219     53.4051   -233.9827     30.0000
  220    104.1321   -216.2325     10.0000
  221    149.6376   -187.6395     10.0000
  222    187.6396   -149.6375     30.0000
  223    216.2325   -104.1321     30.0000
  224    233.9827    -53.4050     10.0000
  225    270.0000       .0000     10.0000
  226    263.2305     60.0807     30.0000
  227    243.2616    117.1486     30.0000
  228    211.0945    168.3423     10.0000
  229    168.3422    211.0945     10.0000
  230    117.1486    243.2616     30.0000
  231     60.0806    263.2305     30.0000
  232       .0000    270.0000     10.0000
  233    -60.0807    263.2305     10.0000
  234   -117.1486    243.2616     30.0000
  235   -168.3423    211.0945     30.0000
  236   -211.0945    168.3422     10.0000
  237   -243.2616    117.1486     10.0000
  238   -263.2305     60.0806     30.0000
  239   -270.0000       .0000     30.0000
  240   -263.2305    -60.0807     10.0000
  241   -243.2616   -117.1486     10.0000
  242   -211.0945   -168.3423     30.0000
  243   -168.3422   -211.0945     30.0000
  244   -117.1486   -243.2616     10.0000
  245    -60.0806   -263.2305     10.0000
  246       .0000   -270.0000     30.0000
  247     60.0807   -263.2305     30.0000
  248    117.1486   -243.2616     10.0000
  249    168.3423   -211.0945     10.0000
  250    211.0945   -168.3422     30.0000
  251    243.2616   -117.1486     30.0000
  252    263.2306    -60.0806     10.0000
  253    300.0000       .0000     10.0000
  254    292.4784     66.7563     30.0000
  255    270.2906    130.1651     30.0000
  256    234.5494    187.0470     10.0000
  257    187.0469    234.5495     10.0000
  258    130.1651    270.2906     30.0000
  259     66.7563    292.4784     30.0000
  260       .0000    300.0000     10.0000
  261    -66.7563    292.4784     10.0000
  262   -130.1651    270.2906     30.0000
  263   -187.0470    234.5494     30.0000
  264   -234.5495    187.0469     10.0000
  265   -270.2907    130.1651     10.0000
  266   -292.4784     66.7563     30.0000
  267   -300.0000       .0000     30.0000
  268   -292.4784    -66.7563     10.0000
  269   -270.2906   -130.1651     10.0000
  270   -234.5494   -187.0470     30.0000
  271   -187.0469   -234.5495     30.0000
  272   -130.1651   -270.2907     10.0000
  273    -66.7562   -292.4784     10.0000
  274       .0000   -300.0000     30.0000
  275     66.7563   -292.4784     30.0000
  276    130.1652   -270.2906     10.0000
  277    187.0470   -234.5494     10.0000
  278    234.5495   -187.0469     30.0000
  279    270.2907   -130.1651     30.0000
  280    292.4784    -66.7562     10.0000
depot       .0000       .0000       .0000

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX


 Data of New LSVRP No. [7] with 360 Customers
 Vehicle capacity = 900      Route-length Limit = 1300 
 Point   --- x ---   --- y ---   ---q---
    1     30.0000       .0000     10.0000
    2     29.5442      5.2094     30.0000
    3     28.1908     10.2606     30.0000
    4     25.9808     15.0000     10.0000
    5     22.9813     19.2836     10.0000
    6     19.2836     22.9813     30.0000
    7     15.0000     25.9808     30.0000
    8     10.2606     28.1908     10.0000
    9      5.2094     29.5442     10.0000
   10       .0000     30.0000     30.0000
   11     -5.2094     29.5442     30.0000
   12    -10.2606     28.1908     10.0000
   13    -15.0000     25.9808     10.0000
   14    -19.2836     22.9813     30.0000
   15    -22.9813     19.2836     30.0000
   16    -25.9808     15.0000     10.0000
   17    -28.1908     10.2606     10.0000
   18    -29.5442      5.2094     30.0000
   19    -30.0000       .0000     30.0000
   20    -29.5442     -5.2094     10.0000
   21    -28.1908    -10.2606     10.0000
   22    -25.9808    -15.0000     30.0000
   23    -22.9813    -19.2836     30.0000
   24    -19.2836    -22.9813     10.0000
   25    -15.0000    -25.9808     10.0000
   26    -10.2606    -28.1908     30.0000
   27     -5.2094    -29.5442     30.0000
   28       .0000    -30.0000     10.0000
   29      5.2094    -29.5442     10.0000
   30     10.2606    -28.1908     30.0000
   31     15.0000    -25.9808     30.0000
   32     19.2836    -22.9813     10.0000
   33     22.9813    -19.2836     10.0000
   34     25.9808    -15.0000     30.0000
   35     28.1908    -10.2606     30.0000
   36     29.5442     -5.2094     10.0000
   37     60.0000       .0000     10.0000
   38     59.0885     10.4189     30.0000
   39     56.3816     20.5212     30.0000
   40     51.9615     30.0000     10.0000
   41     45.9627     38.5673     10.0000
   42     38.5673     45.9627     30.0000
   43     30.0000     51.9615     30.0000
   44     20.5212     56.3816     10.0000
   45     10.4189     59.0885     10.0000
   46       .0000     60.0000     30.0000
   47    -10.4189     59.0885     30.0000
   48    -20.5212     56.3816     10.0000
   49    -30.0000     51.9615     10.0000
   50    -38.5673     45.9627     30.0000
   51    -45.9627     38.5673     30.0000
   52    -51.9615     30.0000     10.0000
   53    -56.3816     20.5212     10.0000
   54    -59.0885     10.4189     30.0000
   55    -60.0000       .0000     30.0000
   56    -59.0885    -10.4189     10.0000
   57    -56.3816    -20.5212     10.0000
   58    -51.9615    -30.0000     30.0000
   59    -45.9627    -38.5673     30.0000
   60    -38.5673    -45.9627     10.0000
   61    -30.0000    -51.9615     10.0000
   62    -20.5212    -56.3816     30.0000
   63    -10.4189    -59.0885     30.0000
   64       .0000    -60.0000     10.0000
   65     10.4189    -59.0885     10.0000
   66     20.5212    -56.3816     30.0000
   67     30.0000    -51.9615     30.0000
   68     38.5673    -45.9627     10.0000
   69     45.9627    -38.5672     10.0000
   70     51.9615    -30.0000     30.0000
   71     56.3816    -20.5212     30.0000
   72     59.0885    -10.4189     10.0000
   73     90.0000       .0000     10.0000
   74     88.6327     15.6283     30.0000
   75     84.5723     30.7818     30.0000
   76     77.9423     45.0000     10.0000
   77     68.9440     57.8509     10.0000
   78     57.8509     68.9440     30.0000
   79     45.0000     77.9423     30.0000
   80     30.7818     84.5723     10.0000
   81     15.6283     88.6327     10.0000
   82       .0000     90.0000     30.0000
   83    -15.6283     88.6327     30.0000
   84    -30.7818     84.5723     10.0000
   85    -45.0000     77.9423     10.0000
   86    -57.8509     68.9440     30.0000
   87    -68.9440     57.8509     30.0000
   88    -77.9423     45.0000     10.0000
   89    -84.5723     30.7818     10.0000
   90    -88.6327     15.6283     30.0000
   91    -90.0000       .0000     30.0000
   92    -88.6327    -15.6283     10.0000
   93    -84.5723    -30.7818     10.0000
   94    -77.9423    -45.0000     30.0000
   95    -68.9440    -57.8509     30.0000
   96    -57.8509    -68.9440     10.0000
   97    -45.0000    -77.9423     10.0000
   98    -30.7818    -84.5723     30.0000
   99    -15.6283    -88.6327     30.0000
  100       .0000    -90.0000     10.0000
  101     15.6283    -88.6327     10.0000
  102     30.7818    -84.5723     30.0000
  103     45.0000    -77.9423     30.0000
  104     57.8509    -68.9440     10.0000
  105     68.9440    -57.8509     10.0000
  106     77.9423    -45.0000     30.0000
  107     84.5723    -30.7818     30.0000
  108     88.6327    -15.6283     10.0000
  109    120.0000       .0000     10.0000
  110    118.1769     20.8378     30.0000
  111    112.7631     41.0424     30.0000
  112    103.9230     60.0000     10.0000
  113     91.9253     77.1345     10.0000
  114     77.1345     91.9253     30.0000
  115     60.0000    103.9230     30.0000
  116     41.0424    112.7631     10.0000
  117     20.8378    118.1769     10.0000
  118       .0000    120.0000     30.0000
  119    -20.8378    118.1769     30.0000
  120    -41.0424    112.7631     10.0000
  121    -60.0000    103.9230     10.0000
  122    -77.1345     91.9253     30.0000
  123    -91.9253     77.1345     30.0000
  124   -103.9230     60.0000     10.0000
  125   -112.7631     41.0424     10.0000
  126   -118.1769     20.8378     30.0000
  127   -120.0000       .0000     30.0000
  128   -118.1769    -20.8378     10.0000
  129   -112.7631    -41.0424     10.0000
  130   -103.9230    -60.0000     30.0000
  131    -91.9253    -77.1345     30.0000
  132    -77.1345    -91.9253     10.0000
  133    -60.0000   -103.9231     10.0000
  134    -41.0424   -112.7631     30.0000
  135    -20.8378   -118.1769     30.0000
  136       .0000   -120.0000     10.0000
  137     20.8378   -118.1769     10.0000
  138     41.0424   -112.7631     30.0000
  139     60.0000   -103.9230     30.0000
  140     77.1345    -91.9253     10.0000
  141     91.9253    -77.1345     10.0000
  142    103.9231    -60.0000     30.0000
  143    112.7631    -41.0424     30.0000
  144    118.1769    -20.8378     10.0000
  145    150.0000       .0000     10.0000
  146    147.7212     26.0472     30.0000
  147    140.9539     51.3030     30.0000
  148    129.9038     75.0000     10.0000
  149    114.9067     96.4181     10.0000
  150     96.4181    114.9067     30.0000
  151     75.0000    129.9038     30.0000
  152     51.3030    140.9539     10.0000
  153     26.0472    147.7212     10.0000
  154       .0000    150.0000     30.0000
  155    -26.0472    147.7212     30.0000
  156    -51.3030    140.9539     10.0000
  157    -75.0000    129.9038     10.0000
  158    -96.4182    114.9067     30.0000
  159   -114.9067     96.4181     30.0000
  160   -129.9038     75.0000     10.0000
  161   -140.9539     51.3030     10.0000
  162   -147.7212     26.0472     30.0000
  163   -150.0000       .0000     30.0000
  164   -147.7212    -26.0472     10.0000
  165   -140.9539    -51.3030     10.0000
  166   -129.9038    -75.0000     30.0000
  167   -114.9067    -96.4182     30.0000
  168    -96.4181   -114.9067     10.0000
  169    -75.0000   -129.9038     10.0000
  170    -51.3030   -140.9539     30.0000
  171    -26.0472   -147.7212     30.0000
  172       .0000   -150.0000     10.0000
  173     26.0472   -147.7212     10.0000
  174     51.3030   -140.9539     30.0000
  175     75.0000   -129.9038     30.0000
  176     96.4182   -114.9067     10.0000
  177    114.9067    -96.4181     10.0000
  178    129.9038    -75.0000     30.0000
  179    140.9539    -51.3030     30.0000
  180    147.7212    -26.0472     10.0000
  181    180.0000       .0000     10.0000
  182    177.2654     31.2567     30.0000
  183    169.1447     61.5636     30.0000
  184    155.8846     90.0000     10.0000
  185    137.8880    115.7018     10.0000
  186    115.7018    137.8880     30.0000
  187     90.0000    155.8846     30.0000
  188     61.5636    169.1447     10.0000
  189     31.2567    177.2654     10.0000
  190       .0000    180.0000     30.0000
  191    -31.2567    177.2654     30.0000
  192    -61.5636    169.1447     10.0000
  193    -90.0000    155.8846     10.0000
  194   -115.7018    137.8880     30.0000
  195   -137.8880    115.7018     30.0000
  196   -155.8846     90.0000     10.0000
  197   -169.1447     61.5636     10.0000
  198   -177.2654     31.2567     30.0000
  199   -180.0000       .0000     30.0000
  200   -177.2654    -31.2567     10.0000
  201   -169.1447    -61.5636     10.0000
  202   -155.8846    -90.0000     30.0000
  203   -137.8880   -115.7018     30.0000
  204   -115.7018   -137.8880     10.0000
  205    -90.0000   -155.8846     10.0000
  206    -61.5636   -169.1447     30.0000
  207    -31.2566   -177.2654     30.0000
  208       .0000   -180.0000     10.0000
  209     31.2567   -177.2654     10.0000
  210     61.5636   -169.1447     30.0000
  211     90.0000   -155.8846     30.0000
  212    115.7018   -137.8880     10.0000
  213    137.8880   -115.7018     10.0000
  214    155.8846    -90.0000     30.0000
  215    169.1447    -61.5636     30.0000
  216    177.2654    -31.2566     10.0000
  217    210.0000       .0000     10.0000
  218    206.8096     36.4661     30.0000
  219    197.3354     71.8242     30.0000
  220    181.8653    105.0000     10.0000
  221    160.8693    134.9854     10.0000
  222    134.9854    160.8693     30.0000
  223    105.0000    181.8653     30.0000
  224     71.8242    197.3354     10.0000
  225     36.4661    206.8096     10.0000
  226       .0000    210.0000     30.0000
  227    -36.4661    206.8096     30.0000
  228    -71.8242    197.3354     10.0000
  229   -105.0000    181.8653     10.0000
  230   -134.9854    160.8693     30.0000
  231   -160.8693    134.9854     30.0000
  232   -181.8653    105.0000     10.0000
  233   -197.3354     71.8242     10.0000
  234   -206.8096     36.4661     30.0000
  235   -210.0000       .0000     30.0000
  236   -206.8096    -36.4661     10.0000
  237   -197.3354    -71.8242     10.0000
  238   -181.8653   -105.0000     30.0000
  239   -160.8693   -134.9854     30.0000
  240   -134.9854   -160.8694     10.0000
  241   -105.0000   -181.8653     10.0000
  242    -71.8242   -197.3355     30.0000
  243    -36.4661   -206.8096     30.0000
  244       .0000   -210.0000     10.0000
  245     36.4661   -206.8096     10.0000
  246     71.8243   -197.3354     30.0000
  247    105.0000   -181.8653     30.0000
  248    134.9854   -160.8693     10.0000
  249    160.8694   -134.9854     10.0000
  250    181.8654   -105.0000     30.0000
  251    197.3355    -71.8242     30.0000
  252    206.8096    -36.4661     10.0000
  253    240.0000       .0000     10.0000
  254    236.3539     41.6756     30.0000
  255    225.5262     82.0848     30.0000
  256    207.8461    120.0000     10.0000
  257    183.8507    154.2690     10.0000
  258    154.2690    183.8507     30.0000
  259    120.0000    207.8461     30.0000
  260     82.0848    225.5262     10.0000
  261     41.6756    236.3539     10.0000
  262       .0000    240.0000     30.0000
  263    -41.6756    236.3539     30.0000
  264    -82.0848    225.5262     10.0000
  265   -120.0000    207.8461     10.0000
  266   -154.2690    183.8507     30.0000
  267   -183.8507    154.2690     30.0000
  268   -207.8461    120.0000     10.0000
  269   -225.5262     82.0848     10.0000
  270   -236.3539     41.6755     30.0000
  271   -240.0000       .0000     30.0000
  272   -236.3539    -41.6756     10.0000
  273   -225.5262    -82.0849     10.0000
  274   -207.8461   -120.0000     30.0000
  275   -183.8506   -154.2690     30.0000
  276   -154.2690   -183.8507     10.0000
  277   -120.0000   -207.8461     10.0000
  278    -82.0848   -225.5262     30.0000
  279    -41.6755   -236.3539     30.0000
  280       .0000   -240.0000     10.0000
  281     41.6756   -236.3539     10.0000
  282     82.0849   -225.5262     30.0000
  283    120.0000   -207.8461     30.0000
  284    154.2691   -183.8506     10.0000
  285    183.8507   -154.2690     10.0000
  286    207.8461   -120.0000     30.0000
  287    225.5262    -82.0848     30.0000
  288    236.3539    -41.6755     10.0000
  289    270.0000       .0000     10.0000
  290    265.8981     46.8850     30.0000
  291    253.7170     92.3454     30.0000
  292    233.8269    135.0000     10.0000
  293    206.8320    173.5527     10.0000
  294    173.5526    206.8320     30.0000
  295    135.0000    233.8269     30.0000
  296     92.3454    253.7170     10.0000
  297     46.8850    265.8981     10.0000
  298       .0000    270.0000     30.0000
  299    -46.8850    265.8981     30.0000
  300    -92.3455    253.7170     10.0000
  301   -135.0000    233.8269     10.0000
  302   -173.5527    206.8320     30.0000
  303   -206.8320    173.5526     30.0000
  304   -233.8269    135.0000     10.0000
  305   -253.7170     92.3454     10.0000
  306   -265.8981     46.8850     30.0000
  307   -270.0000       .0000     30.0000
  308   -265.8981    -46.8850     10.0000
  309   -253.7170    -92.3455     10.0000
  310   -233.8268   -135.0000     30.0000
  311   -206.8320   -173.5527     30.0000
  312   -173.5526   -206.8320     10.0000
  313   -135.0000   -233.8269     10.0000
  314    -92.3454   -253.7170     30.0000
  315    -46.8850   -265.8981     30.0000
  316       .0000   -270.0000     10.0000
  317     46.8850   -265.8981     10.0000
  318     92.3455   -253.7170     30.0000
  319    135.0000   -233.8268     30.0000
  320    173.5527   -206.8320     10.0000
  321    206.8320   -173.5526     10.0000
  322    233.8269   -135.0000     30.0000
  323    253.7170    -92.3454     30.0000
  324    265.8981    -46.8850     10.0000
  325    300.0000       .0000     10.0000
  326    295.4423     52.0945     30.0000
  327    281.9078    102.6060     30.0000
  328    259.8076    150.0000     10.0000
  329    229.8133    192.8363     10.0000
  330    192.8363    229.8133     30.0000
  331    150.0000    259.8076     30.0000
  332    102.6060    281.9078     10.0000
  333     52.0944    295.4423     10.0000
  334       .0000    300.0000     30.0000
  335    -52.0945    295.4423     30.0000
  336   -102.6061    281.9078     10.0000
  337   -150.0000    259.8076     10.0000
  338   -192.8363    229.8133     30.0000
  339   -229.8133    192.8363     30.0000
  340   -259.8076    150.0000     10.0000
  341   -281.9078    102.6060     10.0000
  342   -295.4423     52.0944     30.0000
  343   -300.0000       .0000     30.0000
  344   -295.4423    -52.0945     10.0000
  345   -281.9078   -102.6061     10.0000
  346   -259.8076   -150.0000     30.0000
  347   -229.8133   -192.8363     30.0000
  348   -192.8363   -229.8134     10.0000
  349   -150.0000   -259.8076     10.0000
  350   -102.6060   -281.9078     30.0000
  351    -52.0944   -295.4423     30.0000
  352       .0000   -300.0000     10.0000
  353     52.0945   -295.4423     10.0000
  354    102.6061   -281.9078     30.0000
  355    150.0000   -259.8076     30.0000
  356    192.8363   -229.8133     10.0000
  357    229.8134   -192.8362     10.0000
  358    259.8076   -150.0000     30.0000
  359    281.9078   -102.6060     30.0000
  360    295.4423    -52.0944     10.0000
depot       .0000       .0000       .0000

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX


 Data of New LSVRP No. [8] with 440 Customers
 Vehicle capacity =  900  Route-length Limit = 1200 
 Point   --- x ---   --- y ---   ---q---
    1     30.0000       .0000     10.0000
    2     29.6946      4.2694     30.0000
    3     28.7848      8.4520     30.0000
    4     27.2890     12.4625     10.0000
    5     25.2376     16.2192     10.0000
    6     22.6725     19.6458     30.0000
    7     19.6458     22.6725     30.0000
    8     16.2192     25.2376     10.0000
    9     12.4624     27.2890     10.0000
   10      8.4520     28.7848     30.0000
   11      4.2694     29.6946     30.0000
   12       .0000     30.0000     10.0000
   13     -4.2694     29.6946     10.0000
   14     -8.4520     28.7848     30.0000
   15    -12.4625     27.2890     30.0000
   16    -16.2192     25.2376     10.0000
   17    -19.6458     22.6725     10.0000
   18    -22.6725     19.6458     30.0000
   19    -25.2376     16.2192     30.0000
   20    -27.2890     12.4624     10.0000
   21    -28.7848      8.4520     10.0000
   22    -29.6946      4.2694     30.0000
   23    -30.0000       .0000     30.0000
   24    -29.6946     -4.2694     10.0000
   25    -28.7848     -8.4520     10.0000
   26    -27.2890    -12.4625     30.0000
   27    -25.2376    -16.2192     30.0000
   28    -22.6725    -19.6458     10.0000
   29    -19.6458    -22.6725     10.0000
   30    -16.2192    -25.2376     30.0000
   31    -12.4624    -27.2890     30.0000
   32     -8.4520    -28.7848     10.0000
   33     -4.2694    -29.6946     10.0000
   34       .0000    -30.0000     30.0000
   35      4.2694    -29.6946     30.0000
   36      8.4520    -28.7848     10.0000
   37     12.4625    -27.2890     10.0000
   38     16.2192    -25.2376     30.0000
   39     19.6458    -22.6725     30.0000
   40     22.6725    -19.6458     10.0000
   41     25.2376    -16.2192     10.0000
   42     27.2890    -12.4624     30.0000
   43     28.7848     -8.4520     30.0000
   44     29.6946     -4.2694     10.0000
   45     60.0000       .0000     10.0000
   46     59.3893      8.5389     30.0000
   47     57.5696     16.9040     30.0000
   48     54.5779     24.9249     10.0000
   49     50.4752     32.4384     10.0000
   50     45.3450     39.2916     30.0000
   51     39.2916     45.3450     30.0000
   52     32.4384     50.4752     10.0000
   53     24.9249     54.5779     10.0000
   54     16.9040     57.5696     30.0000
   55      8.5389     59.3893     30.0000
   56       .0000     60.0000     10.0000
   57     -8.5389     59.3893     10.0000
   58    -16.9040     57.5696     30.0000
   59    -24.9249     54.5779     30.0000
   60    -32.4385     50.4752     10.0000
   61    -39.2916     45.3450     10.0000
   62    -45.3450     39.2916     30.0000
   63    -50.4752     32.4384     30.0000
   64    -54.5779     24.9249     10.0000
   65    -57.5696     16.9039     10.0000
   66    -59.3893      8.5389     30.0000
   67    -60.0000       .0000     30.0000
   68    -59.3893     -8.5389     10.0000
   69    -57.5696    -16.9040     10.0000
   70    -54.5779    -24.9249     30.0000
   71    -50.4752    -32.4385     30.0000
   72    -45.3450    -39.2916     10.0000
   73    -39.2916    -45.3450     10.0000
   74    -32.4384    -50.4752     30.0000
   75    -24.9249    -54.5779     30.0000
   76    -16.9039    -57.5696     10.0000
   77     -8.5389    -59.3893     10.0000
   78       .0000    -60.0000     30.0000
   79      8.5389    -59.3893     30.0000
   80     16.9040    -57.5696     10.0000
   81     24.9249    -54.5779     10.0000
   82     32.4385    -50.4752     30.0000
   83     39.2917    -45.3450     30.0000
   84     45.3450    -39.2916     10.0000
   85     50.4752    -32.4384     10.0000
   86     54.5779    -24.9249     30.0000
   87     57.5696    -16.9039     30.0000
   88     59.3893     -8.5389     10.0000
   89     90.0000       .0000     10.0000
   90     89.0839     12.8083     30.0000
   91     86.3544     25.3559     30.0000
   92     81.8669     37.3874     10.0000
   93     75.7128     48.6577     10.0000
   94     68.0175     58.9375     30.0000
   95     58.9375     68.0175     30.0000
   96     48.6577     75.7128     10.0000
   97     37.3873     81.8669     10.0000
   98     25.3559     86.3544     30.0000
   99     12.8083     89.0839     30.0000
  100       .0000     90.0000     10.0000
  101    -12.8083     89.0839     10.0000
  102    -25.3559     86.3544     30.0000
  103    -37.3874     81.8669     30.0000
  104    -48.6577     75.7128     10.0000
  105    -58.9375     68.0175     10.0000
  106    -68.0175     58.9375     30.0000
  107    -75.7128     48.6577     30.0000
  108    -81.8669     37.3873     10.0000
  109    -86.3544     25.3559     10.0000
  110    -89.0839     12.8083     30.0000
  111    -90.0000       .0000     30.0000
  112    -89.0839    -12.8083     10.0000
  113    -86.3544    -25.3559     10.0000
  114    -81.8669    -37.3874     30.0000
  115    -75.7128    -48.6577     30.0000
  116    -68.0175    -58.9375     10.0000
  117    -58.9375    -68.0175     10.0000
  118    -48.6577    -75.7128     30.0000
  119    -37.3873    -81.8669     30.0000
  120    -25.3559    -86.3544     10.0000
  121    -12.8083    -89.0839     10.0000
  122       .0000    -90.0000     30.0000
  123     12.8083    -89.0839     30.0000
  124     25.3559    -86.3544     10.0000
  125     37.3874    -81.8669     10.0000
  126     48.6577    -75.7128     30.0000
  127     58.9375    -68.0175     30.0000
  128     68.0175    -58.9375     10.0000
  129     75.7128    -48.6577     10.0000
  130     81.8669    -37.3873     30.0000
  131     86.3544    -25.3559     30.0000
  132     89.0839    -12.8083     10.0000
  133    120.0000       .0000     10.0000
  134    118.7786     17.0778     30.0000
  135    115.1392     33.8079     30.0000
  136    109.1558     49.8498     10.0000
